Aigle Azur,"✅Trip Verified|  It was my first time flying with Aigle Azur. To be honest, I didn't choose it, but Hainan Airlines. To start with, we took off with more then 2 hours delay without notifications. It wasn't the airport issue, but the company problem, because we had to wait for the plane to arrived from Sao Polo. I will skip the on-board service. So we arrived with 2 hours delayed, and, with other customers, we have a connection flight to Shanghai. This second flight is Hainan Airlines. Obviously the flight didn't wait for us. No one to received us after landing to give instructions or anything. When we asked to change the connection flight ticket at Hainan counter, we are told ""Aigle Azur didn't confirmed the delay in your flight, so we can't change your flight ticket"". The company is late and didn't even assume its responsibility. As a result, we had to pay for an other flight ticket, Aigle Azur customer service doesn't even exist / isn't reachable. Worst airline I experienced, I should have considered to read the reviews about this airline first."
Aigle Azur,"✅Trip Verified|  Berlin to Paris. Flight on time, clean and modern plane. It was impossible to buy any drinks due to an issue with their visa machine. The crew was ok but they could smile a bit more. At Orly airport, we had to disembark by bus, which took 10 minutes to finally be at the south terminal."
Aigle Azur,✅Trip Verified|  Beirut to Paris. Worst experience ever! I booked online a two way ticket for a very tight scheduled business flight and after taking the money from my bank account a few days later i received a notification that the return flight was rescheduled to two days later which does not suite me although tickets offerings for the same date were still available on many sites online. A couple of days later the original return flight was totally cancelled. I was later offered in return another ticket two days earlier or full refund. Upon choosing the full refund I got back less than 40% of my paid amount for this trip and the argument was that they only full refund the return ticket that was changed and the outbound ticked is non refundable. The funniest thing is that the cancelled flight was charged much less than the outbound flight and this was the only amount subject to full refund. I never recommend Aigle Azur. I rate this act as a sort of phishing. They lie to you about cheap available flights and then reschedule it based on their interest so you will be the only and major loser for cancelling if the rescheduling does not suite you.
Aigle Azur,"✅Trip Verified|  Berlin to Paris Orly. Bought the ticket online a week ago and it was impossible to add a luggage. I connected on the official Website add my luggage for 25 eur, received a mail saying it was charged. Checked the morning of my flight and no luggage added, no money debited. Tried all morning to add a luggage on the bugged website. Declined, declined they it seemed to work since it displayed the total amount of the flight and the luggage of 25eur. To discover at check in that that did not work and that they would charge me the double. Not good. Second time with Aigle Azur and always an issue. Definitely the last time."
Aigle Azur,"Basel Mulhouse to Algiers on 19/03/206. It was scheduled for 14:50 and departed at 20:06, without any explanation, excuse or apology. The only representative the company had at the airport could not give any information, nor provide any help to the hundreds of passengers stuck at the airport. What is even worse is that the company has no customer service to contact, no telephone number and no email address. The only way to contact the company is through a form on their website to which you will never get any answer ever!"
Aigle Azur,Paris Orly to Lisbon new airline for me seat and leg room average but if your traveling with baggage the 20kg baggage allowances included in the fare makes Aigle Azur worth considering. Cabin crew did a quick run through the cabin with a (paid) drinks cart then duty free cart and promptly disappeared behind the curtain for the rest of the flight. The airline appears to be unsure of its identity although they provide a baggage allowance they are not a full service airline as this flight was over a meal time (dinner) no food or snack service provided but not a LOCO as no food was available for purchase either so we went hungry!
Aigle Azur,Porto to Paris Orly on ZI 312 (A320) on 28 March 2014. First time on this airline and I'm a little bit unimpressed with check-in at Porto Airport. No effort to direct passengers to correct boarding desks hence I ended up in the web-check in/bag-drop queue with passengers who had not even checked in online. Thankfully queue was processed within 20 minutes and got to the gate with plenty of time to spare. My seat was next to the emergency exit so I had plenty of legroom. Seat itself was comfy and perfect for a nap. Crew extremely professional and always had a smile on their faces. Flight took off on time and landed smoothly in Paris-Orly 20 minutes ahead of scheduled arrival time. Once on the ground we were told by the cabin crew that the captain of this Aigle Azur flight had piloted his last flight so we promptly congratulated him as we departed the aircraft. All in all Aigle Azur was worth the money that I paid . Not sure if I'll have another chance to travel on them again but if they have routes that I want to fly I'll keep them in mind.
Air Algerie,"✅Trip Verified| Worst cross-ocean flight I ever had. Issues we had: - They lost our luggage - They do not offer to pay to deliver our luggage, and asked us to pay UPS to get it delivered to us. No facilities at all in Algiers Airport, hence terrible experience during connection. For our return trip, they changed our flight without a reason, and forced us to wait at Algiers Airport for 9 hours for a connection without giving a viable alternative."
Air Algerie,"✅Trip Verified| Almost no announcements in English during flight. Plane very dirty, like not cleaned for decades, decaying 737-600, couldn't eat the suspicious snack given. Online check-in is actually not available for Air Algérie flights, as you need to have your ticket printed in the old fashioned way. Staff were friendly and professional but can't make it better with the airline they're working to."
Air Algerie,"✅Trip Verified|  The most dirty airplane I’ve been in, gum sticked to the chairs, drops of dry dirt everywhere, the table is dirty also something was poured on it and wasn’t cleaned."
Air Algerie,"Not Verified|  Very nice cabin, comfortable seats and good entertainment systems. The food tasted very good and there was enough food for the flight length. The flight attendants were all very friendly except 1 steward. (Plane: 7T-VJA, Date: 8 July 2019)."
Air Algerie,"Not Verified|  Paris to Oran. Very bad service for an extremely expensive price. The plane cabin was dirty, the seats uncomfortable. The cabin crew were incompetent and very haughty. Take this airline only when absolutely necessary. If you choose to spend your vacation it is a very bad choice. Unfortunately this company puts our country to shame"
Air Algerie,"✅Trip Verified|  Amman to Barcelona via Algiers. I would not recommend this airlines at all. During my trip from Amman to Barcelona through Algiers, all my checked in luggage was lost, and it has not been found since. I submitted two claims, but the airline never got back to me (not answering phone or email)."
Air Algerie,"✅Trip Verified|  London to Algiers. There was a slight delay, but the service onboard was excellent. Clean, very nice food and friendly personnel. Very pleased with the whole experience. Would fly Air Algerie again."
Air Algerie,"✅Trip Verified|  Algiers to Paris, the worst airline ever. Aircraft is old and dirty. Flight time was delayed and postponed. The check in process at counter is very slow. The only efficiency thing is their system down time. The staff is not well trained etc."
Air Algerie,"✅Verified Review|  Bamako to Algiers. A 21:15 flight was delayed around 21:30. This was the first we heard anything. At around 22:30 we were told the plane would take off the next day. We were fed by 23:00. Around 00:00 shuttles started to a hotel. I got yelled at by airline personnel while boarding a shuttle. The last of us got to the hotel around 2:30 where we were dropped off with no information. The hotel was absolutely horrid. The hotel personnel shared no flight information so around noon the next day I asked for a number for the Air Algerie personnel who'd made the reservation. He picked up after about 3 calls and told me not to call back. Around 17:00 we were told to be ready to depart at 00:00. Around 23:40 2 shuttles came. There was a mad, unorganized rush to board the shuttles because there wasn't enough space. I got pushed and shoved but left behind. One shuttle left the hotel without having its door closed. Around 00:30 another shuttle came and I managed to get on. After standing in line at the airport for an hour I got a new boarding pass. I was assured that the luggage that I had handed over the previous day would be on the plane. Service on the flight was fairly decent. Plane landed around 8:00 and took off fine. The seat was absolutely filthy, however, and the bathroom was disgusting. My luggage did not come in. I tried to report my luggage as lost but was told I could not because I had no baggage claim tickets (they'd been taken by the airline when I got my new boarding pass). I was told to come back the next morning at 3:00. I got yelled at again while reporting the luggage lost.  Another passenger said that a plane from Bamako was coming in at noon and we should wait so I did. luggage came in around 12:30."
Air Algerie,"✅Verified Review|  Excellent flight, good service with hearty meal (starter main course dessert tea and coffee) Duty service on board. A generous pitch for economy class seats. Note the delay at departure due to the closure of Orly airport and the flights diverted to Paris CDG."
Air Antilles,"Not Verified|  Atrocious customer service (the landline never answered), online complaint form never answered or vaguely answered or rarely answered. They also remove, amend, cancel what you have type on their online form (what they call e-ticket) so as to hide their suspicious activities or behaviour. You have to fight to get your money back (if you still have energy left after 3 months of constant harassment from me let alone 1 year) if it happens that you need to claim a refund. It has been a very traumatic experience for me and as far as I'm concerned this would be the last time I will be taking this airline."
Air Antilles,"✅Trip Verified|  This airline has constant maintenance issues, the plane on arrival lost one engine. The replacement plane came in late, we were told they were in touch with the connecting airline, someone would be getting us from the plane and immediately escort us to the connecting flight. They confirmed multiple times that the connecting airline would hold. When we landed, we saw the connecting flight pull away from the gate. The connection was only available once per week. They would take no responsibility, we had to buy a ticket to another airport (Fort-de-France) to catch a connection to our destination the next day. Change fees, extra ticket, hotel for the night, taxi, food, etc. cost us $500 per person. Air Antilles lied to us every step along the way and did not cover a penny of the extra expenses they were responsible for. Do not fly this airline."
Air Antilles,"✅Trip Verified|  Point-à-pitre to Saint Martin. This airline is disgusting. They have no respect for people or their time. They are the most unhelpful and rudest people we have ever encountered on an airline. They were unwilling to help us try to book an earlier flight, after discovering the plane was delayed two hours which would have made us late for an unexpected funeral we were to attend. Then, even though it was two hours late, they still made us go into the boarding zone, where there was no food and only warm bottles of water in an expensive vending machine. Once, the plane was finally nearing boarding time, they announced another hour of delay. Delays are common and sometimes unavoidable, However, the rudeness and complete lack of help is unacceptable. We not only felt like we were receiving attitude because we were white, we also just felt that they didn’t feel like dealing with us because they were too busy eating lunch. Unacceptable. Do not fly with them. We should not be giving them our hard earned money."
Air Antilles,"✅Trip Verified|  My first experience with this regional airline on a short hop from Point-a-Pietre to Melville Hall. Very pleasant and relaxed flight, nice staff and decent leg and hand luggage space. Will be happy to fly with them at any time again."
Air Arabia,"Not Verified|  I had a terrible experience with Air Arabia. My husband was recovering from surgery, and we planned a holiday, which turned into a nightmare due to their services. Before paying, everyone was polite, but after that, they left my family of 5 stranded. Despite having a hotel confirmation, we were left on the streets at midnight. When I tried to contact them, the response was shocking. They told me to wait until 9 am the next morning for a solution. We had a tough morning without finding a solution. As a result, we asked for our tickets to be changed so we could return home. Dealing with the situation was particularly difficult because my youngest daughter has autism. They agreed to change our tickets but asked us to pay for new ones. However, I have all the proof and all the records, but they just prefer to keep silent. I tried to find a suitable solution no way and the worst is when you go to their office or send an email your case will be handled by unprofessional staff who have no idea what you are talking about."
Air Arabia,"Not Verified| You can't imagine how bad their customer service is. It was about 5-6 hours delayed, and I was travelling with my 2 little daughters (3 & 6) and they refused my compensation. They even didn't even serve the food for my small daughters. I knew how difficult my day was with this long delay and with my 2 little daughters."
Air Arabia,"Not Verified| Very bad customer service at Trivandrum airport check in, distracting with laptop bag and hand bag, the workers attitude is very bad while reaching the checkin counter and making the travel hectic. Poor service."
Air Arabia,"✅Trip Verified|  I had an incredibly disappointing experience with Air Arabia, one that I would never want to endure again. The lack of sufficient information on their website regarding their cancellation policy was frustrating. Despite their claim of ""free cancellation,"" they imposed numerous hurdles when I attempted to cancel my booking two weeks prior to the flight. This lack of transparency and the subsequent difficulties they placed in my path showcased a profound lack of respect and consideration for their customers. It's deeply disappointing when an airline fails to uphold their promises and prioritize the needs of their passengers."
Air Arabia,"Not Verified|   This airline sucks.  I arrived 59 minutes before flight departure, they refuse to give me boarding pass and make me pay 40$ extra to get my boarding pass, plus I don’t have luggage. I had only a small carry on of 8lbs they charged me 70$ for it, that was my last trip with this airline."
Air Arabia,"Not Verified|   I really liked everything! The pilot's voice is very pleasant and friendly. The stewardesses Fiza and Ameni Atef are very attentive and caring. I spent a most memorable and comfortable flight, flying out of Almaty to Medina. Atef, Fiza, Ameni was most helpful and hospitable."
Air Arabia,"✅Trip Verified|  On Jan 7th 2024, I had a connecting flight through Istanbul, and upon reaching Bangalore airport, I was denied boarding for my Air Arabia flight from Bangalore to Sharjah then Sharjah to Istanbul because I did not have a transit visa to transit in Istanbul. According to the information available on the Istanbul visa website and other reliable sources, a transit visa was not required for my specific case as I told in the ticket counter that I do not have check-in luggage and I do not need to leave the airport. It was a very bad experience. Do not take this airline."
Air Arabia,✅Trip Verified| My mother is 85 years old and flies alone without problems but having some difficulty opening the water bottle she asked the stewardess for help who refused. Shame! Mia madre ha 85 anni e vola da sola senza problemi ma avendo qualche difficoltà ad aprire la bottiglia dell'acqua ha chiesto aiuto alla hostess che si è rifiutata. Vergogna!
Air Arabia,"✅Trip Verified|  I did not have problem while going from Abu Dhabi to Ahmedabad. My wife got free wheel chair. While Coming from Ahmedabad, we were told that wheel chair is not free, I will have to pay for wheel chair. I thought, my wife is handicap and will get wheel chair at Abu Dhabi Airport, but there also she did not get. Our plane of Air Arabia took off 90 minutes late at Ahmedabad Airport on 19th Feb. So there was only 90 minutes left to catch Etihad plane at Abu Dhabi airport. My wife could not walk, and we had to change the terminal and walking distance was more than 1 mile. I requested Etihad employees to help for wheel chair, but they told me that I have to pay for the wheel chair. Etihad planw was waiting for us, Luckily, one manager from airport called to bring wheel chair for my wife as he might have received the same information for missing passengers. Air Arabia is the worst airline I have ever experienced in my life."
Air Arabia,"✅Trip Verified|  It was my worst experience. My first try of air Arabia and it will be my last. Bad experience not good for traveling with baby. They took our hand bags and baby travel trolley and kept telling us its company policy. I asked to show me the policy they refused. We bought a travel stroller for the baby specifically for the comfort of our baby and respecting the airline rules, still they refuse to let it in. The flight attendant the guy was like, make review like who cares. I never felt so disrespected like this time. Never recommend this airline"
Air Astana,"Not Verified|   2 days ago we already had a delay of 3 hours from Almaty to Astana where we had to offboard the plane and change planes. Now, going back to Almaty, we already got 5 mails telling us the flight will be delayed, already more than 5 hours!! I am getting the idea we will not fly today. What a bad first experience with Air Astana."
Air Astana,"Not Verified|   Excellent flight, comfort, service, politeness. The flight is around 2.5 hrs long, and we were served a decent meal, a good selection of beverages, provided good entertainment in comfortable seats. MTotally recommended!"
Air Astana,"Not Verified| I upgraded from Economy to Economy Sleeper on this 8 hour flight. This gives you a row of three standard economy seats to yourself in a separate and quieter segment of the cabin between economy and business. You also get a mattress, pillow and duvet, the idea being that you can sleep across the three seats. This does not really work because: 1. If you try to lie flat your feet stick out into the aisle 2. If you prop yourself up (sitting) with your back to the window, the inner arm rest sticks into your back. 3. The mattress which is meant to be attached via straps to the seats slides off easily when you move. 4. If there is turbulence and you have to fasten your seat belt it is not possible to do this while lying horizontally across the seats. 5. Standard economy seats lack the depth needed lie down comfortably across them. 6. You cannot watch a programme on the entertainment system in a horizontal position. I tried for a while to find a comfortable position but gave up in the end and just sat in my reclined seat. It’s a nice idea and was worth a try but it does not deliver. It was quite a costly upgrade too and the airline would be better served converting that mid-section into proper premium economy with more comfortable and spacious seats. Of the 5-6 rows on each side of the cabin, only two were occupied, which perhaps reflects the point I am making about value for money. The service throughout was excellent and my review and ratings refer specifically to the Economy Sleeper offer."
Air Astana,"Not Verified|  I'm a frequent traveller and this was our first time using Air Astana from London to Delhi. I read some great reviews nevertheless, I was quite apprehensive to say the least. Well, how wrong was I, Air Astana in my humble opinion is indeed providing amazing in flight service and great user experience. We flew Airbus 321LR that appeared to be fairly new, extremely clean and looked after. Our economy cabin was looked after well, we had nice amenity kit, the food served was nice and tasty and with proper cutlery. Equally, choice of beverages was excellent too. The crew is well trained and do their best to keep passengers happy. On the improvement side, we spent about 3+ hours in Almaty and found the airport to be quite small and quite basic which I think is a bit of let down and so I think that's the area they need to actively work on if they really want to get more customers flying with them. I certainly will fly with them again and recommend it."
Air Astana,"✅Trip Verified|  The plane was fantastic and entertainment was pretty good too. However, encountered multiple issues that ruined an otherwise fantastic trip to Almaty and an excellent flying experience. Firstly on the way from Bangkok to Almaty. I was given the option of three meals: chicken with rice, chicken with noodles and vegetarian rice. I proceeded to order the chicken with rice, which had no chicken in it, when I informed the air hostess about this, her response was initially there is no chicken with rice and when I told her that her colleague said it, she then said there's chicken in it when there obviously wasn't. When I mentioned it again, she said that she will come back to me if there's any meals remaining and never came back. I let this issue go as the overall flight experience was good. Secondly on our flight from Almaty to Delhi. The air hostess asked me whether I wanted the vegetarian or non-vegetarian option. I obviously said the non-vegetarian and she mentions it's over and the person next to me received the last one. I was okay with that but then she asks the people after me the same question and somehow they end up getting one. Finally when we got to Delhi. We purchased an additional luggage for a total of 3 from Almaty but they've recorded it as 4 which led to more than an hour of waiting till they issued our boarding pass to the corresponding flight. Overall very disappointed with the delays and meal availability which ruined an otherwise excellent flight. I would seriously reconsider flying Air Astana again."
Air Astana,"✅Trip Verified|  We had booked and paid flight from ALA to TAS and back. Since it was a vacation trip we made decision to take a train to Tashkent instead of airplane to enjoy the desert scenery. On a way back at the airport of TAS while trying to checkin the flight TAS-ALA it was said to us that we cannot fly back because we didn't use the first segment of the flight and money cannot be returned as well. Employees at Air Astana office in Tashkent were rude and kept saying that this is our problem and we should learn about airline rules before. Luckily we had enough money to stay in Tashkent for 1 more night and book a train on a next day, but what if someone has an emergency case or simply have no enough money? Btw the price for the flight we were refused to join, 2hr before departure was about $300-350 per person for 1.5hr flight, so it's pricey."
Air Astana,"✅Trip Verified|  I had have one of the best experiences with Air Astana because my April trip from Dubai to Ust-Kamenogorsk via Almaty and Astana and back included 6 flights and all  were in time. Different types of aircrafts, such as B767 from DXB to ALA, Airbus 321 long range from ALA to NQZ Astana and Embraer E2 to UKK, all were clean and their condition was also good. Of course in this challenge A321Long range definitely wins because it was brand new. As for food everything was nice and wide choice of beverages is still available as before pandemic. And one more thing I took part in air Astana stop over holidays program for international travellers and my hosting in Almaty and Astana in hotels was very friendly. On international flights airline gives complimentary amenity kit even in economy class. I just have to mention that my screen of entertainment system on my way from Dubai to Almaty didn't work. That's why I took one point from my overall mark."
Air Astana,Not Verified| I fly this airline weekly for Almaty-Baku-Almaty and I have never ever had the flight on time. 40-60 minutes delay is routine for Air Astana. They have to reassess their attitude and schedule because those repetitive delays are not acceptable for what they call 4-star airline. The airline prices are not on level of service they provide either - Disappointing service to be honest.
Air Astana,"✅Trip Verified| This is really a different airline. The plane was impeccable, clean, looked young. Cabin staff is really amazing, taking care and checking during the hole flight. Food was exquisite. The Samsonite amenity kit was amazing, sleek and modern. A real pleasure to travel on this airline."
Air Astana,"✅Trip Verified|  I booked with Air Astana for a flight from Tashkent to Astana transiting in Almaty. Our flight was delayed for over an hour in Astana - an additional one hour later than my original booking. This meant that I now have too short a transit time and need to be re-scheduled. I received an SMS advising that I am rescheduled for a morning flight (arrival 10 a.m. the next day instead of 6 pm) I then went into frantic messages to my hotel in Astana cancelling my booking - about AUD100 extra for a few hours! On check-in I was moved to another later flight with no discussion with me. So I am unaware of this, land in Almaty transit and go to the counter to check my hotel voucher. There, I am directed to the amended boarding pass and it is for a night flight arriving 10pm. So, again, frantic messages to my hotel - after over 20 minutes running around to get a Kazakh SIM card - to re-book my room. I found the place now fully booked. Called them and thankfully, they re-booked my room."
Air Austral,✅Trip Verified|   A feeder flight from Madagascar to Réunion was delayed by 1.25 hours because it was held over to pick up corresponding passengers in Mayotte and I missed by corresponding flight to Paris. The Paris flight need have only waited 15 minutes to allow our connection. I am now delayed 24 hours until the next flight. Unbelievable!
Air Austral,"Not Verified|  Air Austral is terrible. We booked a flight to the Seychelles with a layover in La Reunion. Then they changed the first flight to one day earlier and the second flight to four days later. So we were supposed to stay 5 days in La Reunion instead of a few hours. We would loose 4 days out of 7 on the Seychelles. Of course we don’t accept this proposal. Online we just could ""accept"" the change. So we went to an Air Austral office to not accept and cancel this flights, that it want be a no-show. To contact Air Austral online we need to wait 20 days for an answer. The guy in the office confirmed us, that he cancelled it and we must ask for the refund on the homepage of Air Austral, what we did. So we did everything that's possible, but the answer of Air Austral is nope. They don’t give us the refund of the flights! Of course we are very upset and will never ever again book with them. What a bad service. By the way, we are frequent flyer and never had a similar issue like this."
Air Austral,"✅Trip Verified|  We reached airport with my children and they mandated to do RT PCR test to return from Mauritius to india for my children who is only 5 years old and not yet attained 6. In the website they have not mentioned that a RTPCR is required for children for age 5. When i said it is their duty to inform the passengers about the mandatory documents to carry for boarding ,they said it should be known by you. First he asked me to take RTPCR test for entire family even after i have shown him the fully vaccinated certificate. Food served in the flight from reunion to Chennai is the worst food. They changed the travel date all of a sudden. Earlier it was booked for 27 July from Chennai and then they rescheduled to 30th."
Air Austral,"✅Trip Verified| We booked the return flights for two people last October via Opodo and couldn't go due to the Covid restriction. We cancelled the flights immediately and Opodo helped us proceed. However, the airline company Air Austral did not issue the refund even when they have confirmed the cancellation. And every time we asked about it, they threw the problem to Covid, which is not reasonable. It has been 5 months already that they did not proceed the refund."
Air Austral,"✅Trip Verified| Mauritius to Madagascar via Reunion Island. The flight has been delayed from 4 to 7 and now 9.15 pm, no communication or support from the ground staff. They knew about the delay before the departure from Mauritius but did not inform the customers. Acces to lounge was given only after insistence from us and only to who has asked for it, not to all afected travelers, and no airline representative has spoken to us, as we should be grateful for the lounge access. No alternative connection was offered. Kids and old people were left without even water and waiting confused. Very unprofessional staff and airline!"
Air Austral,"✅Trip Verified|  Johannesburg to St Denis. Service like it was 30 years ago, professional, attentive, amenity kit handed out on a 3 hour flight, and the quality and quantity of the catering I've not seen for years. Thoroughly recommended."
Air Austral,"✅Trip Verified|  I have flown with the airline at least six flights in the last three years. So far, I am pleased with the airline's punctuality and the services of flight attendants on board. Unfortunately, my 2019 flight in 23 June was very unpleasant. Started from at least the 15-hour delay of the flight, and there was not at all any special offer on board. The delay caused me to pay more at the hotel. The latest flight in July was terrible. Boeing 787-8 was booked, but A330 I was in. Headache during the flight , and asked for pills from the attendant but it was ignored. Terrible."
Air Austral,✅Trip Verified|  Paris to Reunion. Air Austral is a fairly good airline. The seat layout of the Airbus A330-200 was 2x4x2. The leg room was not too bad. In-flight entertainment was good and worked well. Cabin service was average but generally fine. The flight was on time.
Air Austral,"✅Trip Verified|  La Réunion to Paris. We missed our connection flight because of the delay of the the first flight with Air Austral. The worst thing about was the service of the staff at the airport at CDG. At first they denied to speak English and booked us for a flight 7 hours later, but other travelers were book on an earlier flight with the same destination. Vouchers for food or drinks were also denied although it is EU law. It was the impoliteness and ignorance of the staff that made the experience with Air Austral this bad."
Air Austral,"✅Trip Verified|  Reunion to Chennai. We were really disappointed in this Air austral. Around 13 hrs delay, they dint provide lounge, and food to still for 4 hours and then all complaint the ground staff and then they issue a burger and one drinks. All ground staff is not at all responding. It’s really bad service."
Air Bagan,RGN-SNW. Quick boarding with allocated seating for 45 minute flight in ATR72 to Ngapali Beach. Good safety briefing before time take off and light snack and drink en route. Pleasant FA's smooth flight and great landing over the surf and through the palm trees to this small exRAF WW11 strip on the Bay of Bengal. Luggage is delivered by handcart to the entrance gates-expect to pay 500kyat per piece.
Air Bagan,Flew 2 internal flights in Burma with this local airline. Surprisingly new plane pretty much on time and with very pleasant crews. Also served a good snack gave out towels although flights were only about 45 minutes. Was a bit reticent about using them but very pleasantly surprised.
Air Bagan,Flew on four separate legs within Myanmar and found them to be surprisingly good. You don't normally expect catering on flights of under an hour but there was something on all segments. Arrived in good time at Heho Airport for a flight to Yangon and they automatically put me on to an earlier departure. There is a certain amount of third world amateurism about the boarding process but it all seemed to work.
Air Bagan,Took two domestic flights on Air Bagan one from Yangon to Bagan and another Mandalay to Yangon. Both flights were with ATR-72 aircraft. The interior of this aircraft was very cramped with hardly any leg space. The aircraft definitely showed its old age. The flight from Mandalay to Yangon was free seated and flight was completely full. The in-flight service was nice and they served savoury croissants and cakes with drinks. Regarding reservations the booking system is fairly tricky. Also the airline requires the passenger to confirm the flights at least 24 hours before departures. Yet the 4 phone lines are constantly busy. For both flights our hotels repeatedly tried calling to no avail. Air Bagan offers value for money because there is hardly any competitive alternative today.
Air Bagan,Recently flew throughout Myanmar on the following routes: Yangon-Mandalay-Heho-Mandalay-Nyaung U (Bagan)-Heho-Thandwe-Yangon on their Fokker 100 and ATR72 aircraft. Check-in interesting as there are no computers and everything is weighed manually. Ground crew cordial but not overly friendly. Flight crews were friendly and always helpful. Catering is good for the short flights with croissants and drinks being offered on even the shortest of flights (unthinkable in Europe). Aircraft's were always spotless and comfortable.
Air Bagan,Ground service is terrible compared to in the air. Manual check-in process with no computers. This airline seems to be the only one to have a lounge in the domestic terminal in Yangon. Air-conditioned and friendly associates offering a cheese croissant. No bathroom inside so that was a drag. People in Lotus class got a private van to the plane which was nice compared to cramming onto a bus. Onboard the flight was pretty good. The front of the plane is much quieter compared to the back. Their inflight magazine was pretty decent and the english grammatically correct. Even on short flights they gave you food. On my YGN-MDY flight which was about 50 minutes they served a full breakfast. Seats were pretty comfortable on par with United A320 first class seats. I don't really see the need for inflight entertainment on such short flights.
Air Bagan,Yangon-Bagan. ATR-72. Decent plane old and tired but as you'd expect from an airline in Burma. There was 1 cabin crew member and the co-pilot. Very pleasant service and a nice cheese croissant for the flight. Completely empty so you could stretch out over two seats which is important for me being 6ft 3.
Air Bagan,Chiang Mai to Yangon return and pleasantly surprised by the standard - fairly new aircraft and meal service for 50 minute flight. Flight attendants were somewhat offhand. Reasonable leg room in economy.
Air Bagan,Four internal flights in the last three weeks. Three on time one an hour late and this because a party of VIPs decided to turn up an hour after the scheduled take-off time. All flights satisfactory. Planes in OK condition. Even on short flights we were served refreshments. Nothing computerised and the whole process completed manually. When joining flights outside Yangon (the starting point for most flights) there is 'free' seating. This is because the systems are unable to work out which seats are vacated at each stop.
Air Bagan,Yangon to Lashio in November 2009 ATR 42 plane. Allocated seating and good snack served with excellent customer service. Would fly with them again any time!
Air Belgium,✅Trip Verified|  Air Belgium for Srilankan Airlines. Uncomfortable business class seat looks well used only good thing was the massage function. Mix of crew from Air Belgium and Srilankan mostly friendly. Food was tasty and filling a good variety to chooses from. Toilet wasn't overly clean.
Air Berlin,"✅Trip Verified|  Florence to London via Dusseldorf in September 2017. First flight from Florence delayed by 3 hours, resulting in missed connection. This wouldn't have been an issue, especially considering the airline was meant to reimburse all customers for costs of the delay. However, my checked baggage was misplaced. Again, this wouldn't have been an issue under normal circumstances. I spoke to the baggage handler who told me to come talk to him prior to the next mornings flight, which was due to leave at 6am. I was forced to pay for a taxi which totalled 100 Euro each way (with promises of reimbursement) to the hotel which the company had placed passengers in only to stay there for 4 hours before having to leave again to catch the rescheduled flight. When I went to see the baggage handler I wasn't able to find anyone in the department. I went to the Air Berlin help desk and after explaining the situation to the woman at the desk she said there was nothing she could do. I asked if she was able to call the person who handled baggage as I needed to put my checked luggage on the new flight and she said she could but wasn't going to. When I asked again, saying ""Please, I need to catch my flight on time. I can't wait for someone to answer me knocking at the door, my flight leaves in less than an hour and I have to go through security"" She promptly said to me (in these exact words) ""Why don't you just do everyone a favour and go away."" I flew to my destination sans baggage and deeply offended. Being under 19 years old at the time and a solo flyer I am to this day outraged by the lack of sympathy and understanding of the customer support team. I had to wait 4 whole weeks for my luggage to arrive at my final destination. The airline owes me over 500 Euros in reimbursement, which it has managed to avoid paying due to their own fiscal troubles. I hope this airline is never resurrected and that no one is treated like that in there travels."
Air Berlin,"✅Verified Review|  Düsseldorf to Catania via Rome. Booked Alitalia, got Air Berlin. I was prepared for delays and even cancellations, because of the insolvency of Air Berlin. And indeed: our original inbound flight from Catania tot Düsseldorf with a change in Milan was cancelled, but within 10 minutes we were moved to the direct AB-flight CTA-DUS. Even better. So we had two punctual flights, with a friendly crew and reasonably priced drinks. Leg room was awful however. I like the small route screens on Air Berlin aircraft. But it's all over since Air Berlin stops flying in a few days, so no recommendation. Pity, because Air Berlin was one of my favourite airlines. Never had any problems."
Air Berlin,"✅Verified Review|  Milan to New York return via Dusseldorf. I had a very positive experience with AirBerlin - on all four of our flights. The prices were phenomenal - all four of us flew economy roundtrip for less $2,200 - although they did charge me quite a bit for seat reservations - with 2 small kids, you can't really make a good case for 'oh honey sorry you get to sit to that stranger."" Everything ran on time. The seats are as about tight as most US airlines - though not as bad as United's back rows. But we fit fine, video was working (with lots of options for watching), food was ok-ishand the attendants were quite helpful and very nice. Really, I have no complaints. And yes, I did check in luggage on the way back - because who doesn't overshop in Italy? - and I got them back in NYC. We were all nervous about this due to all the bad review of lost luggage. In fact it is why I am writing the review - as I promised myself I would write a good review if we arrived home intact with a good experience. I fly Business for work - I was expecting worse but was very pleased as were my husband two kids (8, 10)"
Air Berlin,"✅Verified Review|  Berlin to Prague. Worst experience I’ve had for a while! They announce 2 hour delay, then no info until we understand that once they have a plane they must wait for a new crew. Very bad organisation and communication. Definitely avoid if you can, lost my time and couldn’t make my meetings."
Air Berlin,"✅Verified Review|  Frankfurt to Berlin, our first flight was cancelled but they arranged me other flight. Next day I use Air Berlin also this time their service was on time and good service and cabin crew - they are very friendly and helpful. I was very happy their service."
Air Berlin,✅Verified Review|  Berlin to Warsaw. This is worst experience I had. Staff are really rude. They don't have enough information about flight. I had three different information last 10 minutes. I have been waiting for my flight over 2 hours and flight is delayed. And Airberlin's staff still can't give any information about flight.  I don't recommend it at all.
